item_id,meeting_id,action_type,vote_detected,project_matches,review_reason,item_text
82,46,Vote,True,,No location name/address matched,Approved commencing Council meetings at 9:30 a.m. beginning with the first meeting in April and move zoning hearings from the second Wednesday of the month to the third Wednesday of the month
83,47,Vote,True,,No location name/address matched,Approved the agenda
84,47,Ordinance,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,Passed first reading and transmittal of Ordinance No. 2016
85,48,Vote,True,,No location name/address matched,Approved the agenda
86,48,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
87,48,Ordinance,True,,No location name/address matched,Adopted Ordinance No. 2016
88,48,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-07 with the following Board Members and terms: Board Member
89,48,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2016-08 with the following Board Members and terms: Board Member 1. ~~~~--'-W~·~S~c=o~tt~An...=cd=e=rs=o=n=--~~- 2. ~~~~~-W~il_h~·a=m~P~ry_.__s_i~~~~ 3. ~~~~~-P~ru~ty,<......c..W~h=i~te_h~ea~d~~~~ 4. ~~~~~---=B~a=rry'-.1---'J~o=n=es=c._~~~~"
90,49,Vote,True,,No location name/address matched,Approved the agenda
91,49,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
92,49,Unknown,False,,No location name/address matched,"Accepted Roger Strelow's resignation, with thanks from the Council for all of his service, past and present, and accepted his offer to remain on the Board until appointment of a new Board Member"
93,50,Vote,True,,No location name/address matched,"Approved the agenda as revised by updated agenda provided, adding agenda item 8 (c)"
94,50,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
95,50,Ordinance,True,,No location name/address matched,"Approved first reading of Ordinance No. 2016-05 and advanced to second reading on May 18, 20"
96,50,Contract Approval,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"Awarded RFQ 2016-01 - Comprehensive Plan to LaRue Planning & Management Services, Inc. and authorized the Village Manager, with the assistance of staff, to negotiate a contract to be reviewed by Council at a later date"
97,51,Vote,True,,No location name/address matched,"Approved the agenda, with a revision to address Agenda Item 4 (b)"
98,51,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
99,51,Ordinance,True,,No location name/address matched,"Adopted Ordinance No. 2016-05, amending the Commercial Planned Development Zoning Resolution No. Z-09-037, Section 2.B, as revised by including a statement that this approval is unique to this particular petition and is not to be considered a precedent in other matters"
100,51,Ordinance,True,,No location name/address matched,"Approved first reading of Ordinance No. 2016-06 and advanced to second reading and public hearing on June 1, 20"
101,51,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-10 establishing a Village Credit Card Account with SunTrust
102,51,Contract Approval,True,,No location name/address matched,"Awarded RFP 2016-01 - Village Traffic Study to Kimley-Horn and authorized the Village Manager, with the assistance of staff, to negotiate a contract to be reviewed by Council at a later date"
103,51,Vote,True,,No location name/address matched,"Approved the letter of support to be sent to Office of Environmental Services Division of State Lands, Department of Environmental Protection as revised with the language suggested by Mayor Batos"
104,51,Contract Approval,False,,No location name/address matched,"No one on the Council shall participate in discussions about the issues involving roads and continuation of the Interlocal Agreement in the second budget year, except for the Village Manager, until the Council has had a public discussion/workshop and Council decides to delegate authority to one Councilmember"
105,53,Vote,True,,No location name/address matched,Approved the agenda
106,53,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
107,53,Ordinance,True,,No location name/address matched,Approved Ordinance No. 2016
108,53,Ordinance,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"Approved first reading of Ordinance No. 2016-07 and advanced to second reading and public hearing on June 22, 20"
109,53,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016
110,54,Discussion,True,,No location name/address matched,Approved the revised agenda
111,55,Vote,True,,No location name/address matched,Approved the agenda
112,55,Resolution,True,,No location name/address matched,"Appointed William Campos to the Planning and Zoning Board to a term expiring March 31, 2018 and adopted Resolution No. 2016"
113,55,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-14 as amended
114,55,Ordinance,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,Adopted Ordinance No. 2016
115,56,Vote,True,,No location name/address matched,Approved the agenda
116,56,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
118,56,Ordinance,True,,No location name/address matched,Passed the first reading of Ordinance No. 2016
119,56,Resolution,True,,No location name/address matched,Appointed Councilmember Ribble as the voting delegate and adopted Resolution No. 2016
121,57,Vote,True,,No location name/address matched,"Approved the agenda, added agenda item 4"
123,57,Contract Approval,True,,No location name/address matched,Appointed Councilmember Bill Ribble as the Council liaison to the County Commission for purposes of facilitating an agreement and bringing it back to the Council for discussion and vote
124,57,Unknown,False,,No location name/address matched,"Appointed a staff review committee consisting of Steve Sarkozy, Kyle Coleman, Mary Gibbs and Lisa Pace to evaluate proposals submitted by 14 consulting firms for miscellaneous engineering related professional services; staff to return to the Council with a recommendation in August"
125,57,Vote,True,,No location name/address matched,The case was continued to a future date
126,57,Ordinance,True,,No location name/address matched,Adopted Ordinance No. 2016-08 with revisions and additions to conditions and adopting findings
127,58,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
128,58,Budget,False,,No location name/address matched,Review proposed Budget for Fiscal Year 2020-2021 Financial Impact: The proposed budget will provide funding for the Fiscal Year 2020-2021
129,58,Resolution,True,Budget / Capital Improvement,No location name/address matched,Adopted Resolution No. 2020-13
130,58,Resolution,False,Budget / Capital Improvement,No location name/address matched,"Approve Resolution 2020-12 Naming the Lee County Supervisor of Elections as the Village ofEstero's Qualifying Official and authority for the Village Manager to enter into the attached agreement with the Lee County Supervisor of Elections, which is an expansion of the existing interlocal agreement between the parties"
131,58,Resolution,True,,No location name/address matched,"Motion to approve Resolution 2020-12 Naming the Lee County Supervisor of Elections as the Village ofEstero's Qualifying Official and authority for the Village Manager to enter into the attached agreement with the Lee County Supervisor of Elections, which is an expansion of the existing interlocal agreement between the parties. MEotion by: Seconded by: Councilmember Nick Batos Vice Mayor Katy Errington Approved Resolution 2020-12 Naming the Lee County Supervisor of Elections as the Village ofEstero's Qualifying Official and authority for the Village Manager to enter into the attached agreement with the Lee County Supervisor of Elections, which is an expansion of the existing interlocal agreement between the parties"
132,58,Contract Approval,False,,No location name/address matched,Approve the WCI/Lennar Transportation Impact Fee Credit Agreement between WCVLennar and the Village of Estero for the Pelican Colony Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero Council
133,58,Contract Approval,True,,No location name/address matched,Approved the WCI/Lennar Transportation Impact Fee Credit Agreement between WCI/Lennar and the Village ofEstero for the Pelican Colony Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero Council
135,58,Contract Approval,True,,No location name/address matched,"Approved the attached ""Inter-Local Agreement for Municipal Solid Waste Disposal, Solid Waste System Assessment and Supplemental Services"" with Lee County"
136,58,Ordinance,False,,No location name/address matched,"Pass first reading and set second reading for September 9, 2020 at 5:30 p.m"
137,58,Ordinance,True,,No location name/address matched,"Passed the first reading of Ordinance 2020-06 and set second reading for September 9, 2020 at 5:30 p.m"
138,58,Ordinance,True,,No location name/address matched,Approved Ordinance 2020-05 Adopting an Official Village Seal
139,58,Resolution,True,,No location name/address matched,Motion to adopt Resolution No. 2020-14
140,58,Resolution,True,Budget / Capital Improvement,No location name/address matched,Approved Resolution No. 2020
141,59,Vote,True,,No location name/address matched,Approved the agenda as revised
142,59,Consent Agenda,True,,No location name/address matched,"Approved the Consent Agenda, revising the July 13, 2016 meeting minutes, correcting the word ""building"" to read ""buildings."""
143,59,Vote,True,,No location name/address matched,"Endorsed the revised Caloosahatchee Watershed Regional Water Management Issues White Paper, dated July 15, 2016, and authorized the Mayor to sign a letter indicating Council's endorsement"
144,59,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016
145,59,Vote,True,,No location name/address matched,Approved the request for the Mayor to sign a letter of support for the Edward Byrne Memorial Justice Assistance Grant (JA
146,59,Contract Approval,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"Approved the agreement between the Village ofEstero and LaRue Planning & Management Services, Inc"
147,59,Vote,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,Continued to next Council meeting
148,59,Contract Approval,True,,No location name/address matched,"Approved the agreement as amended, between the Village of Estero and Nancy Stroud of Lewis Stroud & Deutsch, PL, for continuing legal services related to land use matters, including legal assistance with the Comprehensive Plan"
151,60,Vote,True,,No location name/address matched,Approved the agenda as revised
152,60,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
153,60,Ordinance,True,,No location name/address matched,Adopted Ordinance No. 2016-10 as amended
154,60,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016
155,60,Unknown,False,,No location name/address matched,Moved to Workshops: agenda item 7 (a)(6)
156,60,Vote,True,,No location name/address matched,"Continued to September 21, 2016 Council meeting"
158,61,Vote,True,,No location name/address matched,Approved the agenda
159,61,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016
160,61,Ordinance,True,,No location name/address matched,Passed first reading of Ordinance No. 2016
161,61,Contract Approval,True,,No location name/address matched,"Approved the Interlocal Agreement for Municipal Solid Waste Collection, Customer Services, Billing, and Disposal"
162,61,Contract Approval,True,,No location name/address matched,Approved the Interlocal Agreement for a Disposal Facilities Assessment
163,61,Contract Approval,True,,No location name/address matched,Approved the Interlocal Agreement for Distribution of Local Option Gas Taxes
164,61,Contract Approval,True,,No location name/address matched,Approved the Interlocal Agreement for Providing Municipal Services
165,62,Vote,True,,No location name/address matched,Approved the agenda
166,62,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
167,62,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2016-28, as amended"
168,62,Resolution,True,Budget / Capital Improvement,No location name/address matched,Adopted Resolution No. 2016
169,62,Ordinance,True,,No location name/address matched,Adopted Ordinance No. 2016
170,62,Ordinance,True,,No location name/address matched,"Adopted Ordinance No. 2016-12, as amended"
171,62,Vote,True,,No location name/address matched,"Authorized the Mayor to sign letters to Congressman Curt Clawson and Senator Bill Nelson, supporting key pieces oflegislation"
172,63,Administrative,True,,No location name/address matched,Approved the agenda as amended
173,63,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
174,63,Contract Approval,True,,No location name/address matched,"Approved the agreement for elections services with Sharon Harrington, the Supervisor of Elections of Lee County, Florida"
175,63,Contract Approval,True,,No location name/address matched,"Approved the agreement between the Village ofEstero and Kimley-Hom for the Village Traffic Study, as amended"
176,63,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2016-30 and amended Section 5 of the agreement to include ""not to exceed $15,600 annually."""
177,64,Administrative,True,,No location name/address matched,Approved the agenda as amended
178,64,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
179,64,Resolution,True,,No location name/address matched,"Approved Resolution No. 2016-31 with modifications to the attachment. The policy shall be adopted retroactively and reflected in the fiscal year end September 30, 2016 Audited Financial Statements of the Village"
180,64,Resolution,True,,No location name/address matched,Approved Resolution No. 2016
181,64,Unknown,False,,No location name/address matched,The Village will not engage in early voting
182,64,No Action,False,,No location name/address matched,"Cancelled the December 21, 2016 Council meeting"
184,65,Administrative,True,,No location name/address matched,"Approved the agenda as amended: changing agenda item 5 from Public Hearings to the topic of Coconut Road, renumbering agenda items 8 through 12, moving Workshop Items after Village Manager's Report"
185,65,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
188,65,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016
189,65,Unknown,False,,No location name/address matched,Instructed staff to proceed with the process of preparing the documents to take over the roads and maintenance responsibilities from Lee County
190,65,Vote,True,,No location name/address matched,Authorized the Village Manager to provide 65-day notice to Lee County for Village assumption of road maintenance responsibilities
191,65,Unknown,False,,No location name/address matched,Tabled the agenda item and another invitation will be extended to the Executive Director to come to a Council meeting to provide further information
192,65,Vote,True,,No location name/address matched,"Approved 4% increase for staff during fiscal year 2015-2016, including retroactive to October 1, 2016, for 4 staff members"
193,65,Vote,True,,No location name/address matched,"Approved a modification to the Benefits Policy that would add spousal or dependent child coverage, with the affected employee paying 25% of the cost"
194,66,Vote,True,,No location name/address matched,Approved the agenda
195,66,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
196,66,Ordinance,True,,No location name/address matched,Passed first reading of Ordinance No. 2016
197,66,Ordinance,False,,No location name/address matched,"Scheduled second reading and public hearing for 9:30 a.m. on December 7, 20"
198,66,Resolution,True,Budget / Capital Improvement,No location name/address matched,"Adopted Resolution No. 2016-35, creating a Special Revenue Fund for"
199,66,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2016-36, clarifying the effective date of October 1, 2015 for paid time off (vacatio"
200,66,Unknown,False,,No location name/address matched,The Village will join the organization based on the fee waiver for the first year
201,66,Unknown,False,,No location name/address matched,Appointed Councilmember Wilson as the Village Council liaison to the Southwest Florida Regional Planning Council
202,66,Ordinance,True,,No location name/address matched,Passed first reading and approved transmitting amendments to the state for further review
203,67,Vote,True,,No location name/address matched,Approved the agenda
204,67,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
205,67,Contract Approval,True,,No location name/address matched,"Concurred with the Competitive Negotiations staff review committee recommendation of award for CN 2016-02 and authorized the Village Manager to negotiate an agreement with the number one ranked firm of J .R. Evans Engineering to prepare the Village's Stormwater Master Plan. Village Council Meeting Final Action Agenda/Minutes - December 7, 2016 Page 2 of9"
206,67,Unknown,False,,No location name/address matched,"Tabled until December 20, 20"
207,67,Contract Approval,True,,No location name/address matched,"Approved the mowing contract with Superior Landscaping and Lawn Service, Inc"
208,67,Contract Approval,True,,No location name/address matched,"Approved the landscaping contract with Hannula Landscaping & Irrigation, Inc"
209,67,Contract Approval,True,,No location name/address matched,"Approved the irrigation contract with P&T Lawn & Tractor Service, Inc"
210,67,Contract Approval,True,,No location name/address matched,"Approved the street sweeping contract with USA Services of Florida, Inc"
211,67,Ordinance,True,,No location name/address matched,Passed second reading and adopted Ordinance No. 2016
212,67,Ordinance,True,,No location name/address matched,"Passed second reading and adopted Ordinance No. 2016-13, with additional requirement, drafted by Village Land Use Attorney Stroud, for a plat approval in Condition #3, supporting the Planning and Zoning Board decision"
213,68,Vote,True,,No location name/address matched,Approved the agenda
214,68,Contract Approval,True,,No location name/address matched,"Approved the Interlocal Agreement which formally transfers all responsibilities from the County to the Village effective January 7, 20"
215,69,Vote,True,,No location name/address matched,Approved Councilmember Levitan's attendance via teleconference
216,69,Vote,True,,No location name/address matched,"Approved the agenda, with the addition of Agenda Item 10"
217,69,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
218,69,Resolution,True,,No location name/address matched,Adopted Resolution No. 2019
219,69,Ordinance,True,,No location name/address matched,Continued first reading of Ordinance No. 2019-27 and referred it to the Design Review Board to review the concems/issues that Councilmembers raised related to: the lack of details in the Pattern Book; landscaping buffer (ber
220,69,Ordinance,True,,No location name/address matched,Passed first reading of Ordinance No. 2019
221,69,Contract Approval,True,Septic to Sewer,No location name/address matched,Approved Supplemental Task Authorization (STA)-l under CN 2018-02 Miscellaneous Professional Services to Banks Engineering to perform a suite of design services for the Water and Sewer Expansion Project
222,69,Unknown,False,,No location name/address matched,Tabled this agenda item until the Staff can get more information
223,70,No Action,False,,No location name/address matched,Meeting Cancelled
224,71,No Action,False,,No location name/address matched,Meeting Cancelled
225,72,No Action,False,,No location name/address matched,Meeting Cancelled
226,73,No Action,False,,No location name/address matched,Meeting Cancelled
227,74,Vote,True,,No location name/address matched,Approved the agenda
228,74,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
230,74,Unknown,False,,No location name/address matched,"Revised item No. 2 on the legislative priorities list to read: ""Support"
231,74,Vote,True,,No location name/address matched,Approved the Village of Estero 2017 State Legislative Priorities as revised
232,74,Vote,True,,No location name/address matched,"Approved the Village of Estero membership in the Bonita Springs Estero Economic Development Council for a one-year trial period at a cost of $5,000; designated Councilmember Wilson as the liaison; and thanked the Estero Community Improvement Foundation for their $5,000 matching contribution"
233,74,Unknown,False,,No location name/address matched,Designated Mayor Batos as the Village spokesman at the Legislative Delegation meeting
234,74,Ordinance,True,,No location name/address matched,"Passed second reading and adopted Ordinance No. 2017-01 with revised wording for Conditions 1, 3, 7, 10, and"
235,75,Vote,True,,No location name/address matched,"Approved the agenda as revised, adding Edison Farms as Agenda Item 10 (c)"
236,75,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
237,75,Resolution,True,,No location name/address matched,Adopted Resolution No. 2017
238,75,Unknown,False,,No location name/address matched,Staff recommends that
239,75,Unknown,False,,No location name/address matched,A workshop will be scheduled
241,76,Vote,True,,No location name/address matched,Approved the agenda
242,76,Vote,True,,No location name/address matched,Motion failed
243,76,Vote,True,,No location name/address matched,"Approved the February 1, 2017 Council meeting minutes as presented"
244,76,Unknown,False,,No location name/address matched,"The ""Whereas"" clause appointing a liaison will have no name in it and the clause will indicate that the Council will appoint a liaison for the project"
245,76,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2017-05 as amended: the third ""Whereas"" to read ""Whereas, the Village Council of the Village of Estero supports Lee County in its efforts to acquire Edison Farms for preservation purposes in perpetuity"" and the fourth ""Whereas"" to read ""Whereas, the Village Council will appoint a Councilmember to act as liaison for the project."""
246,76,Unknown,False,,No location name/address matched,Appointed Councilmember Jim Boesch as liaison for the project
247,76,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2017-06 supporting the Village ofEstero membership in the Charlotte Harbor National Estuary Program for a three year period, to be reauthorized annually, with an annual membership fee of $5,000, and appointing Councilmember Katy Errington as liaison; amended Section 4 of the resolution, changed Village Manager to Mayor, and added the word ""fiscal"" in the last sentence of Section 1 of the funding agreement: ""The Council may extend this Agreement for two additional fiscal years ... """
248,76,Vote,True,,No location name/address matched,"Amended the recently approved Village Council Legislative Agenda to add support for State funding of $3,550,000 for a Visitor and Environmental Education Center at Lovers Key State Park"
250,77,Discussion,True,,No location name/address matched,Approved the agenda as revised; comments from the public on non- agenda items will be heard prior to the workshop discussion
251,78,Presentation,True,BERT Rail Trail,No location name/address matched,"passed overwhelmingly on November 4, 2014 by Florida voters; Ten Percent for Trails - ask legislators to allocate funding from 2014 Constitutional Amendment One; recommendations from the Florida Greenways and Trails Foundation on how the 10% should be committed were provided, as well as economic, tourism, and safety goals of paved trails for Florida. 8. COUNCIL QUESTIONS: Discussion followed regarding safety record to date; experience with local cities; average cost for one mile of trail; how to make intersections safe; minimum building standards and safety features; steps to get going; maintenance and replacement costs; availability of grant funds; asphalt vs. concrete; purchasing railroad right-of-way; references for all of the great ideas in archives, rails with trails, and engineering resources; and shading of trails. 9. PRESENTATION ON SUNTRAIL FROM LEE COUNTY MPO PERSPECTIVE - DON SCOTT, EXECUTIVE DIRECTOR, LEE COUNTY METROPOLITAN PLANNING ORGANIZATION: Mr. Scott addressed and provided information regarding the following maps: Lee County Corridors from 2015 Office of Green ways Land Trail Opportunity; Southwest Coastal Regional Trail; Land Trail Opportunity; Priority Trail; Area Attractions map; The Coastal Loop - addition to the Southwest Coastal Regional Trail; Trail along Seminole Gulf Railroad Right-of-Way- in Estero and Bonita Springs, the SW Coastal Regional Trail is proposed along the Seminole Gulf Railroad right-of-way from Alico Road to Riverside Park; and Lee County MPO Rail Feasibility Study map. Mr. Scott spoke to the development of the SUNTrail Network/Southwest Coast Connector Priorities; SUNTrail Network Timeline; SUNTrail Project Applications; the Kismet Parkway Multi-Use Trail Project; and the John Yarbrough Trail Extension. 10. COUNCIL QUESTIONS: Discussion followed regarding timeline and the possibility of updating the maps in the near future; materials preference; resurfacing maintenance; there were no matching Joint Workshop: Village Council and Bonita Springs City Council Final Action Agenda/Minutes - February 28, 2017 Page 3 of4 funds; MPO railroad right-of-way study; and the interest shown by the Seminole Gulf Railway representatives. 11"
252,79,Vote,True,,No location name/address matched,Approved the agenda
253,79,Unknown,False,,No location name/address matched,"A hearing will be scheduled to speak to two Board Members, one on the Planning and Zoning Board and one on the Design Review Board, regarding whether they should be removed"
254,79,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
255,79,Contract Approval,True,,No location name/address matched,"Approved the agreement with J .R. Evans Engineering for preparation of a Stormwater Master Plan for the Village, to be completed by approximately July 20"
256,80,Discussion,True,,No location name/address matched,Approved the agenda
257,81,Administrative,True,,No location name/address matched,Approved the agenda as amended
258,81,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
259,81,Vote,True,,No location name/address matched,Approved support for the project and to continue fact finding
260,81,Unknown,False,,No location name/address matched,Appointment of a liaison was tabled
261,82,Administrative,True,,No location name/address matched,"Approved the agenda as amended, pulling Agenda Item 10 ( c )"
262,82,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
263,82,Resolution,True,,No location name/address matched,"Amended the beginning date of the terms to April 1, 2017 and adopted Resolution No. 2017-07 as amended. Village Council Meeting Final Action Agenda/Minutes -April 5, 2017 Page 3 of7"
264,82,Unknown,False,,No location name/address matched,"Amended the beginning date of the terms to April 1, 20"
265,82,Resolution,True,,No location name/address matched,Adopted Resolution No. 2017-08 as amended
266,83,Vote,True,,No location name/address matched,Approved the agenda as revised
267,83,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
268,83,Unknown,False,,No location name/address matched,Accepted the audit report
269,83,Unknown,False,,No location name/address matched,Appointed Robert King to fill the unexpired term of Ned Dewhirst; term expiration date of3/31/20
270,83,Resolution,True,,No location name/address matched,Approved the vacation of part of a drainage easement for Estero Veterinary Clinic and adopted Resolution No. 2017
272,83,Contract Approval,False,,No location name/address matched,Supported Option B and the lease agreement will be brought back to the next Council meeting
273,85,Vote,True,,No location name/address matched,"Approved the agenda as revised, adding agenda item 5 (e)"
274,85,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
275,85,Vote,True,,No location name/address matched,Approved the proposed lease amendment
276,85,Vote,True,,No location name/address matched,Adopted the Village Council Liaison Assignments and Areas of Strategic Concern as revised
277,85,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2017-11, as amended"
278,85,Vote,True,,No location name/address matched,"Continued the agenda item to May 31, 20"
279,85,Unknown,False,,No location name/address matched,Accepted Councilmember Brown's resignation with regret
280,86,Vote,True,,No location name/address matched,Motion died due to substitute motion. Substitute
281,86,Unknown,False,,No location name/address matched,Section 13
282,86,Vote,True,,No location name/address matched,Motion failed due to tie vote
283,86,Unknown,False,,No location name/address matched,Revised the first sentence in Section 13
284,86,Unknown,False,,No location name/address matched,Accepted the wording in Section
285,86,Unknown,False,,No location name/address matched,Included Section 13
286,87,Vote,True,,No location name/address matched,Approved the agenda
287,87,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
288,87,Ordinance,True,,No location name/address matched,Passed Ordinance No. 2017-06 for first reading
289,87,Ordinance,True,,No location name/address matched,Passed Ordinance No. 2017-03 for first reading
290,87,Vote,True,,No location name/address matched,"Approved a3-month trial period to place full-page articles in Estero Life Magazine, beginning with the July 2017 issue"
291,88,Vote,True,,No location name/address matched,Continued the request to a time uncertain
292,89,Vote,True,,No location name/address matched,Approved the agenda
293,89,Ordinance,True,,No location name/address matched,Passed second reading of Ordinance No. 2017
294,90,Vote,True,,No location name/address matched,Approved the agenda
295,90,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
296,90,Resolution,True,,No location name/address matched,Adopted Resolution No. 2017
297,91,Vote,True,,No location name/address matched,Approved the agenda
298,91,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
299,91,Unknown,False,,No location name/address matched,Suspended Council rules
301,91,Resolution,True,,No location name/address matched,Adopted Resolution No. 2017
304,91,Vote,True,,No location name/address matched,"Approved release ofRFQ 2017-04, which solicits proposals for the Pipe Replacement under Broadway A venue"
305,91,Vote,True,,No location name/address matched,"Approved release ofRFQ 2017-02, which solicits proposals for Disaster Debris Monitoring"
306,91,Vote,True,,No location name/address matched,"Approved release ofRFQ 2017-03, which solicits proposals for Disaster Recovery Services and approved a letter to Pete Minton, Assistant Lee County Manager/Chief Financial Officer, requesting Lee County disaster response services, in the case of Lee County declaring an emergency"
307,92,Vote,True,,No location name/address matched,Approved the agenda
308,92,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
309,92,Discussion,True,Budget / Capital Improvement,No location name/address matched,"Discussion will be continued at the second hearing on August 2, 20"
310,92,Ordinance,True,,No location name/address matched,"Adopted Ordinance No. 2017-03 with the revision to the second ""Whereas"" replacing ""prior to the incorporation of the Village"" with ""prior to March 17, 2015."""
311,92,Resolution,True,,No location name/address matched,Appointed Vice Mayor Ribble as the voting delegate for the Village of Estero for the 2017 Florida League of Cities annual conference and business meeting and adopted Resolution No. 2017
312,92,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2017-18 authorizing the waiving of competitive bidding procedures and authorizing the Village Manager to execute an agreement with Windham Studio, Inc. for landscape design services"
313,92,Unknown,False,,No location name/address matched,Membership will be withdrawn from Southwest Florida Regional Planning Council
315,94,Vote,True,,No location name/address matched,Authorized Vice Mayor Ribble to participate via telecommunications
316,94,Unknown,False,,No location name/address matched,Agenda item 6
317,94,Vote,True,,No location name/address matched,Approved the agenda as revised
318,94,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
319,94,Resolution,True,Budget / Capital Improvement,No location name/address matched,Adopted Resolution No. 2017-20 adopting the Capital Improvement Program for fiscal year 2017-20
320,94,Resolution,True,Budget / Capital Improvement,No location name/address matched,Adopted Resolution No. 2017
321,94,Resolution,True,,No location name/address matched,Resolution No. 2017-09 was continued
322,94,Vote,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"Approved release ofRFQ 2017-01, which solicits proposals for the Village's first Land Development Code"
323,94,Contract Approval,True,,No location name/address matched,"Approved First Amendment agreement extending the expiration date of the Local Option Gas Taxes Interlocal Agreement with Lee County to August 31, 20"
324,94,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2017-22 authorizing the waiving of competitive bidding procedures and authorizing the Village Manager to execute an agreement with The Valuation Advisory Group, Inc. for professional property record and valuation services as required to comply with Generally Accepted Village Council Meeting Final Action Agenda/Minutes - August 2, 20 I7 Page 7 of13 Accounting Principles (GAA"
325,94,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2017-23 Authorizing the Waiving of Competitive Bidding Procedures and Authorizing the Village Manager to Execute a Contract for Emergency Replacement of the Culvert, Abutments, and Related Ditching for the Stonnwater Conveyance System under Broadway Avenue West, near US 41, with a Contractor Chosen by Village Staff; and Providing an Effective Date"
326,94,Unknown,False,,No location name/address matched,Rebalance of liaison assignments will be scheduled for the next available meeting agenda
327,94,Ordinance,True,,No location name/address matched,Passed first reading of Ordinance No. 2017-07 and scheduled for second reading
328,94,Ordinance,True,,No location name/address matched,Passed first reading of Ordinance No. 2017-08 and scheduled for second reading
329,95,Vote,True,,No location name/address matched,"Authorized Vice Mayor Ribble, Councilmember Levitan, and Councilmember Wilson to participate via teleconference"
330,95,Resolution,True,,No location name/address matched,Adopted Resolution No. 2017
331,95,Contract Approval,True,,No location name/address matched,"Approved Disaster Recovery Services RFB 2017-03 award to CrowderGulf, LLC, and authorized the Village Manager to decide the standardized contract for that purpose"
332,95,Contract Approval,True,,No location name/address matched,"Approved Disaster Debris Monitoring RFB 2017-02 award to Rostan Solutions, LLC and authorized the Village Manager to decide the standardized contract for that purpose"
334,95,Contract Approval,True,,No location name/address matched,Approved the Interlocal Agreement with San Carlos Park Fire Protection & Rescue Services District for fire services
335,96,Vote,True,,No location name/address matched,Authorized Councilmember Levitan to attend the upcoming Board of Lee County Commissioners meeting and provide verbal input regarding development in the DRGR
336,96,Vote,True,,No location name/address matched,Approved the agenda with the addition of Council Liaison Assignments as agenda item 5 (f)
337,96,Consent Agenda,True,Budget / Capital Improvement,No location name/address matched,Approved the Consent Agenda
