location_id,item_id,address_raw,address_normalized,latitude,longitude,parcel_id,geocode_confidence,created_at
15,29,9201 and 9301 Corkscrew Road,"9201 and 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,,0.98,
16,32,"Coconut Point, Estero, FL","Coconut Point, Estero, FL",26.4038818,-81.8077365,,0.9,
17,35,"Coconut Road from US 41 to Via Coconut Point, Estero, FL","Coconut Road from US 41 to Via Coconut Point, Estero, FL",26.398474495578,-81.808064278126,,0.9,
18,35,"Coconut Point, Estero, FL","Coconut Point, Estero, FL",26.4038818,-81.8077365,,0.9,
19,43,"Coconut Road from US 41 to Via Coconut Point, Estero, FL","Coconut Road from US 41 to Via Coconut Point, Estero, FL",26.398474495578,-81.808064278126,,0.9,
20,44,9201 and 9301 Corkscrew Road,"9201 and 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,,0.98,
21,48,21700 S. Tamiami Trail,"21700 S. Tamiami Trail, Estero, FL",26.425251721603,-81.811717237258,,1.0,
22,50,"Coconut Road from US 41 to Via Coconut Point, Estero, FL","Coconut Road from US 41 to Via Coconut Point, Estero, FL",26.398474495578,-81.808064278126,,0.9,
23,51,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
24,52,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
25,64,21700 S. Tamiami Trail,"21700 S. Tamiami Trail, Estero, FL",26.425251721603,-81.811717237258,,1.0,
26,65,21700 S. Tamiami Trail,"21700 S. Tamiami Trail, Estero, FL",26.425251721603,-81.811717237258,,1.0,
27,68,21700 S. Tamiami Trail,"21700 S. Tamiami Trail, Estero, FL",26.425251721603,-81.811717237258,,1.0,
28,75,"9401 Corkscrew Palms Circle, Estero, FL 33928","9401 Corkscrew Palms Circle, Estero, FL 33928",26.430490662544,-81.799280001688,,1.0,
29,80,"9401 Corkscrew Palms Circle, Estero, FL 33928","9401 Corkscrew Palms Circle, Estero, FL 33928",26.430490662544,-81.799280001688,,1.0,
30,117,"21450 Strada Nuova Circle, Estero, FL","21450 Strada Nuova Circle, Estero, FL",26.428168875365,-81.804317441678,,1.0,
31,120,"Koreshan State Park, Estero, FL","Koreshan State Park, Estero, FL",26.4368409,-81.8180833,,1.0,
32,122,"Tidewater by Del Webb, Estero, FL","Tidewater by Del Webb, Estero, FL",26.4462,-81.7765,,0.95,
33,134,"Corkscrew Road & Puente Lane, Estero, FL","Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,1.0,
34,149,9050 Corkscrew Road,"9050 Corkscrew Road, Estero, FL",26.430304207108,-81.804157598784,,1.0,
35,150,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
36,150,"Coconut Point, Estero, FL","Coconut Point, Estero, FL",26.4038818,-81.8077365,,0.9,
37,157,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.9,
38,183,"Coconut Point, Estero, FL","Coconut Point, Estero, FL",26.4038818,-81.8077365,,0.9,
39,186,22942 Lyden Lane,"22942 Lyden Lane, Estero, FL",26.404977422221,-81.812060824695,,0.9783,
40,187,"Coconut Road from US 41 to Via Coconut Point, Estero, FL","Coconut Road from US 41 to Via Coconut Point, Estero, FL",26.398474495578,-81.808064278126,,0.9,
41,229,"Coconut Point, Estero, FL","Coconut Point, Estero, FL",26.4038818,-81.8077365,,0.9,
42,240,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
43,249,"Coconut Point, Estero, FL","Coconut Point, Estero, FL",26.4038818,-81.8077365,,0.9,
44,271,"Estero River near Old Estero and Koreshan State Park, Estero, FL","Estero River near Old Estero and Koreshan State Park, Estero, FL",26.4360313,-81.8217353,,0.9,
45,300,"Coconut Point, Estero, FL","Coconut Point, Estero, FL",26.4038818,-81.8077365,,0.9,
46,302,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.95,
47,303,"9401 Corkscrew Palms Circle, Estero, FL 33928","9401 Corkscrew Palms Circle, Estero, FL 33928",26.430490662544,-81.799280001688,,1.0,
48,314,"Williams Road from US 41 to Three Oaks Parkway, Estero, FL","Williams Road from US 41 to Three Oaks Parkway, Estero, FL",26.420352499197,-81.799938484002,,0.9,
49,314,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
50,314,"Coconut Point, Estero, FL","Coconut Point, Estero, FL",26.4038818,-81.8077365,,0.9,
51,333,"21500 Three Oaks Parkway, Estero, FL 33928","21500 Three Oaks Parkway, Estero, FL 33928",26.426449705114,-81.788771609677,,1.0,
52,341,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.95,
53,347,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
54,347,"Koreshan State Park, Estero, FL","Koreshan State Park, Estero, FL",26.4368409,-81.8180833,,1.0,
55,369,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
56,372,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.95,
57,373,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.95,
58,379,"9401 Corkscrew Palms Circle, Estero, FL 33928","9401 Corkscrew Palms Circle, Estero, FL 33928",26.430490662544,-81.799280001688,,1.0,
59,383,9870 Horne Lane,"9870 Horne Lane, Estero, FL",26.426140245249,-81.790456958949,,1.0,
60,389,"Williams Road at Estero High School, Estero, FL","Williams Road at Estero High School, Estero, FL",26.422301,-81.798178,,1.0,
61,390,"Williams Road at Estero High School, Estero, FL","Williams Road at Estero High School, Estero, FL",26.422301,-81.798178,,1.0,
62,391,"Williams Road at Estero High School, Estero, FL","Williams Road at Estero High School, Estero, FL",26.422301,-81.798178,,1.0,
63,392,"Williams Road & Atlantic Gulf Boulevard, Estero, FL","Williams Road & Atlantic Gulf Boulevard, Estero, FL",26.420304009887,-81.812656010414,,1.0,
64,437,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
65,442,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.9,
66,443,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
67,448,"Coconut Road from US 41 to Via Coconut Point, Estero, FL","Coconut Road from US 41 to Via Coconut Point, Estero, FL",26.398474495578,-81.808064278126,,0.95,
68,449,"Estero River near Old Estero and Koreshan State Park, Estero, FL","Estero River near Old Estero and Koreshan State Park, Estero, FL",26.4360313,-81.8217353,,0.9,
69,450,"Estero River near Old Estero and Koreshan State Park, Estero, FL","Estero River near Old Estero and Koreshan State Park, Estero, FL",26.4360313,-81.8217353,,0.9,
70,456,"Estero River near Old Estero and Koreshan State Park, Estero, FL","Estero River near Old Estero and Koreshan State Park, Estero, FL",26.4360313,-81.8217353,,0.9,
71,463,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.95,
72,464,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.95,
73,479,20511 Port Drive,"20511 Port Drive, Estero, FL",26.441797347014,-81.824373072863,,1.0,
74,480,20511 Port Drive,"20511 Port Drive, Estero, FL",26.441797347014,-81.824373072863,,1.0,
75,492,3548 Cherry Blossom Court,"3548 Cherry Blossom Court, Estero, FL",26.423086089279,-81.815166055139,,1.0,
76,493,8401 Mockingbird Lane,"8401 Mockingbird Lane, Estero, FL",26.440972861108,-81.808387526222,,1.0,
77,494,8401 Mockingbird Lane,"8401 Mockingbird Lane, Estero, FL",26.440972861108,-81.808387526222,,1.0,
78,495,"River Ranch Road from Williams Road to Corkscrew Road, Estero, FL","River Ranch Road from Williams Road to Corkscrew Road, Estero, FL",26.425785502152,-81.794620501714,,0.95,
79,497,4406 And 4410 Coconut Road,"4406 And 4410 Coconut Road, Estero, FL",26.398566005006,-81.82671497661,,0.98,
80,504,"Williams Road from US 41 to Three Oaks Parkway, Estero, FL","Williams Road from US 41 to Three Oaks Parkway, Estero, FL",26.420352499197,-81.799938484002,,0.9,
81,514,"Coconut Road from US 41 to Via Coconut Point, Estero, FL","Coconut Road from US 41 to Via Coconut Point, Estero, FL",26.398474495578,-81.808064278126,,0.95,
82,518,"Coconut Road from US 41 to Via Coconut Point, Estero, FL","Coconut Road from US 41 to Via Coconut Point, Estero, FL",26.398474495578,-81.808064278126,,0.9,
83,520,"8111 Broadway Avenue East, Estero, FL","8111 Broadway Avenue East, Estero, FL",26.44244610632,-81.809993666508,,1.0,
84,526,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.95,
85,527,"Corkscrew Road & Puente Lane, Estero, FL","Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,1.0,
86,552,"Corkscrew Road & Puente Lane, Estero, FL","Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,1.0,
87,578,8401 Mockingbird Lane,"8401 Mockingbird Lane, Estero, FL",26.440972861108,-81.808387526222,,1.0,
88,579,8401 Mockingbird Lane,"8401 Mockingbird Lane, Estero, FL",26.440972861108,-81.808387526222,,1.0,
89,580,20170 South Tamiami Trail,"20170 South Tamiami Trail, Estero, FL",26.446015833153,-81.815692187201,,1.0,
90,586,4406 and 4410 Coconut Road,"4406 and 4410 Coconut Road, Estero, FL",26.398566005006,-81.82671497661,,0.98,
91,589,20031 Seagrove Street,"20031 Seagrove Street, Estero, FL",26.448391935066,-81.765560108128,,1.0,
92,590,22350 S Tamiami Trail,"22350 S Tamiami Trail, Estero, FL",26.415397453315,-81.813027831639,,1.0,
93,595,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.95,
94,597,22350 S Tamiami Trail,"22350 S Tamiami Trail, Estero, FL",26.415397453315,-81.813027831639,,1.0,
95,607,"9401 Corkscrew Palms Circle, Estero, FL","9401 Corkscrew Palms Circle, Estero, FL",26.430490662544,-81.799280001688,,1.0,
96,614,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
97,615,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
98,616,"Corkscrew Road & Puente Lane, Estero, FL","Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,1.0,
99,617,"Corkscrew Road & Puente Lane, Estero, FL","Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,1.0,
100,618,"Williams Road at Estero High School, Estero, FL","Williams Road at Estero High School, Estero, FL",26.422301,-81.798178,,1.0,
101,627,"Corkscrew Road & Puente Lane, Estero, FL","Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,1.0,
102,637,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
103,637,"Corkscrew Road at Puente Lane, Estero, FL","Corkscrew Road at Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,1.0,
104,640,4410 Coconut Road,"4410 Coconut Road, Estero, FL",26.398566005006,-81.82671497661,,1.0,
105,649,"Williams Road from Via Coconut Point to Three Oaks Parkway, Estero, FL","Williams Road from Via Coconut Point to Three Oaks Parkway, Estero, FL",26.420434746622,-81.797464230004,,0.95,
106,650,"Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, Estero, FL","Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, Estero, FL",26.442888042165,-81.772410260408,,0.95,
107,655,"Estero River North Branch from Bamboo Island to River Oaks Preserve, Estero, FL","Estero River North Branch from Bamboo Island to River Oaks Preserve, Estero, FL",26.4390196,-81.8105466,,0.9,
108,668,"Corkscrew Road & Puente Lane, Estero, FL","Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,1.0,
109,669,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
110,670,"Williams Road & Atlantic Gulf Boulevard, Estero, FL","Williams Road & Atlantic Gulf Boulevard, Estero, FL",26.420304009887,-81.812656010414,,1.0,
111,671,"Williams Road & Atlantic Gulf Boulevard, Estero, FL","Williams Road & Atlantic Gulf Boulevard, Estero, FL",26.420304009887,-81.812656010414,,1.0,
112,694,"Coconut Point, Estero, FL","Coconut Point, Estero, FL",26.4038818,-81.8077365,,0.9,
113,710,20318 Sherrill Lane,"20318 Sherrill Lane, Estero, FL",26.445524150713,-81.829035422685,,1.0,
114,727,"Miromar Outlets, Estero, FL","Miromar Outlets, Estero, FL",26.438084,-81.772808,,1.0,
115,728,"Miromar Outlets, Estero, FL","Miromar Outlets, Estero, FL",26.438084,-81.772808,,1.0,
116,739,"Estero Bay Village, Estero, FL","Estero Bay Village, Estero, FL",26.4408,-81.8225,,0.9,
117,739,"Cypress Bend, Estero, FL","Cypress Bend, Estero, FL",26.4469,-81.8116,,0.9,
118,740,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
119,741,"20897 Three Oaks Parkway, Estero, FL","20897 Three Oaks Parkway, Estero, FL",26.436576930078,-81.784532881242,,1.0,
120,758,"Williams Road & Via Coconut Point, Estero, FL","Williams Road & Via Coconut Point, Estero, FL",26.42047948503,-81.806570497251,,1.0,
121,759,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
122,778,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.9,
123,784,9170 Estero River Ct,"9170 Estero River Ct, Estero, FL",26.434418045187,-81.799438671116,,0.9783,
124,785,"Sandy Lane & Via Coconut Point, Estero, FL","Sandy Lane & Via Coconut Point, Estero, FL",26.431370008006,-81.804867965078,,1.0,
125,792,"Sandy Lane and Broadway East bicycle/pedestrian improvements, Estero, FL","Sandy Lane and Broadway East bicycle/pedestrian improvements, Estero, FL",26.438402,-81.80693,,0.95,
126,793,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,,0.95,
127,794,"Broadway Avenue East from US 41 to Sandy Lane, Estero, FL","Broadway Avenue East from US 41 to Sandy Lane, Estero, FL",26.441974498538,-81.807963485741,,0.95,
128,805,"Broadway Avenue at US 41, Estero, FL","Broadway Avenue at US 41, Estero, FL",26.44194750881,-81.811011983925,,0.9,
129,805,"River Oaks Preserve, Estero, FL","River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,,1.0,
130,807,"Sandy Lane and Broadway East bicycle/pedestrian improvements, Estero, FL","Sandy Lane and Broadway East bicycle/pedestrian improvements, Estero, FL",26.438402,-81.80693,,0.95,
131,813,"River Oaks Preserve, Estero, FL","River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,,1.0,
132,814,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,,1.0,
133,821,"River Oaks Preserve, Estero, FL","River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,,1.0,
134,823,"Williams Road from Via Coconut Point to Three Oaks Parkway, Estero, FL","Williams Road from Via Coconut Point to Three Oaks Parkway, Estero, FL",26.420434746622,-81.797464230004,,0.95,
135,824,"Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, Estero, FL","Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, Estero, FL",26.442888042165,-81.772410260408,,0.95,
136,828,"Williams Road & Via Coconut Point, Estero, FL","Williams Road & Via Coconut Point, Estero, FL",26.42047948503,-81.806570497251,,1.0,
137,830,"Miromar Outlets, Estero, FL","Miromar Outlets, Estero, FL",26.438084,-81.772808,,1.0,
138,835,"Corkscrew Road at Stoneybrook Golf Drive, Estero, FL","Corkscrew Road at Stoneybrook Golf Drive, Estero, FL",26.439657614771,-81.762920730637,,1.0,
139,836,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
140,837,"Corkscrew Road at Stoneybrook Golf Drive, Estero, FL","Corkscrew Road at Stoneybrook Golf Drive, Estero, FL",26.439657614771,-81.762920730637,,1.0,
141,838,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,,0.95,
142,842,"Miromar Outlets, Estero, FL","Miromar Outlets, Estero, FL",26.438084,-81.772808,,1.0,
143,856,"Miromar Outlets, Estero, FL","Miromar Outlets, Estero, FL",26.438084,-81.772808,,1.0,
144,864,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
145,864,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
146,865,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
147,865,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
148,879,"Estero Bay Village, Estero, FL","Estero Bay Village, Estero, FL",26.4408,-81.8225,,0.9,
149,879,"Sunny Grove, Estero, FL","Sunny Grove, Estero, FL",26.4376,-81.8128,,0.9,
150,879,"Cypress Bend, Estero, FL","Cypress Bend, Estero, FL",26.4469,-81.8116,,0.9,
151,883,"Williams Road & Baybridge Boulevard, Estero, FL","Williams Road & Baybridge Boulevard, Estero, FL",26.419972358933,-81.832872657959,,0.95,
152,898,"Pelican Sound Golf & River Club, Estero, FL","Pelican Sound Golf & River Club, Estero, FL",26.4360814,-81.8298334,,0.95,
153,899,"21450 Strada Nuova Circle, Estero, FL","21450 Strada Nuova Circle, Estero, FL",26.428168875365,-81.804317441678,,1.0,
154,910,"Pelican Sound Golf & River Club, Estero, FL","Pelican Sound Golf & River Club, Estero, FL",26.4360814,-81.8298334,,0.95,
155,911,"21450 Strada Nuova Circle, Estero, FL","21450 Strada Nuova Circle, Estero, FL",26.428168875365,-81.804317441678,,1.0,
156,927,"Williams Road from US 41 to Three Oaks Parkway, Estero, FL","Williams Road from US 41 to Three Oaks Parkway, Estero, FL",26.420352499197,-81.799938484002,,0.9,
157,934,"Estero River near Old Estero and Koreshan State Park, Estero, FL","Estero River near Old Estero and Koreshan State Park, Estero, FL",26.4360313,-81.8217353,,0.9,
158,952,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
159,958,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL","Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,0.9,
160,962,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.95,
161,963,"Williams Road from US 41 to Via Coconut Point, Estero, FL","Williams Road from US 41 to Via Coconut Point, Estero, FL",26.420397237605,-81.80904475125,,0.95,
162,973,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
163,980,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,,1.0,
164,986,"8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,,1.0,
165,987,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.95,
166,988,"8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,,1.0,
167,991,"The Brooks Town Center, Estero, FL","The Brooks Town Center, Estero, FL",26.396617,-81.786171,,1.0,
168,992,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,1.0,
169,993,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,,1.0,
170,997,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,1.0,
171,1002,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL","Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,0.95,
172,1007,"11000 Everblades Parkway, Estero, FL","11000 Everblades Parkway, Estero, FL",26.440541,-81.77872,,1.0,
173,1014,"Corkscrew Road from I-75 to Ben Hill Griffin Parkway, Estero, FL","Corkscrew Road from I-75 to Ben Hill Griffin Parkway, Estero, FL",26.434333052689,-81.774029266916,,0.95,
174,1015,"Williams Road from US 41 to Three Oaks Parkway, Estero, FL","Williams Road from US 41 to Three Oaks Parkway, Estero, FL",26.420352499197,-81.799938484002,,0.9,
175,1016,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.95,
176,1017,"Three Oaks Parkway from Williams Road to Estero Parkway, Estero, FL","Three Oaks Parkway from Williams Road to Estero Parkway, Estero, FL",26.434889506286,-81.788651999919,,0.9,
177,1026,"8800 Corkscrew Road, Estero, FL","8800 Corkscrew Road, Estero, FL",26.430882013604,-81.807370969005,,1.0,
178,1027,"8800 Corkscrew Road, Estero, FL","8800 Corkscrew Road, Estero, FL",26.430882013604,-81.807370969005,,1.0,
179,1028,20275 Sherrill Lane,"20275 Sherrill Lane, Estero, FL",26.446279192551,-81.82850870389,,1.0,
180,1028,20275 Sherrill Ln,"20275 Sherrill Ln, Estero, FL",26.446279192551,-81.82850870389,,1.0,
181,1029,"Estero River North Branch from Bamboo Island to River Oaks Preserve, Estero, FL","Estero River North Branch from Bamboo Island to River Oaks Preserve, Estero, FL",26.4390196,-81.8105466,,0.9,
182,1036,"8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,,1.0,
183,1041,"9401 Corkscrew Palms Circle, Estero, FL 33928","9401 Corkscrew Palms Circle, Estero, FL 33928",26.430490662544,-81.799280001688,,1.0,
184,1042,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,
185,1048,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL","Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,0.9,
186,1058,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.95,
187,1059,"Williams Road from US 41 to Three Oaks Parkway, Estero, FL","Williams Road from US 41 to Three Oaks Parkway, Estero, FL",26.420352499197,-81.799938484002,,0.9,
188,1063,"8800 Corkscrew Road, Estero, FL","8800 Corkscrew Road, Estero, FL",26.430882013604,-81.807370969005,,1.0,
